household_key,decile,decile_action_tier,km_segment,km_action_tier
1683,D6,Low-cost nurture,3,Low-cost nurture
1684,D7,Low-cost nurture,3,Low-cost nurture
1685,D7,Low-cost nurture,0,Growth: upsell
1686,D7,Low-cost nurture,0,Growth: upsell
1687,D4,Grow basket or category,0,Growth: upsell
1688,D8,Suppress expensive offers,3,Low-cost nurture
1689,D5,Low-cost nurture,1,VIP retention
1690,D7,Low-cost nurture,4,Behavioral tier 4
1691,D5,Low-cost nurture,4,Behavioral tier 4
1692,D6,Low-cost nurture,0,Growth: upsell
1693,D1,VIP: retain and reward,1,VIP retention
1694,D1,VIP: retain and reward,1,VIP retention
1695,D7,Low-cost nurture,0,Growth: upsell
1696,D5,Low-cost nurture,3,Low-cost nurture
1697,D8,Suppress expensive offers,4,Behavioral tier 4
1698,D6,Low-cost nurture,3,Low-cost nurture
1699,D8,Suppress expensive offers,4,Behavioral tier 4
1700,D7,Low-cost nurture,4,Behavioral tier 4
1701,D7,Low-cost nurture,3,Low-cost nurture
1702,D6,Low-cost nurture,3,Low-cost nurture
1703,D3,Grow basket or category,0,Growth: upsell
1704,D9,Suppress expensive offers,4,Behavioral tier 4
1705,D6,Low-cost nurture,0,Growth: upsell
1706,D10,Suppress expensive offers,4,Behavioral tier 4
1707,D2,Grow basket or category,0,Growth: upsell
1708,D4,Grow basket or category,4,Behavioral tier 4
1709,D6,Low-cost nurture,0,Growth: upsell
1710,D1,VIP: retain and reward,1,VIP retention
1711,D9,Suppress expensive offers,3,Low-cost nurture
1712,D9,Suppress expensive offers,4,Behavioral tier 4
1713,D6,Low-cost nurture,4,Behavioral tier 4
1714,D10,Suppress expensive offers,2,Behavioral tier 5
1715,D8,Suppress expensive offers,3,Low-cost nurture
1716,D6,Low-cost nurture,0,Growth: upsell
1717,D6,Low-cost nurture,4,Behavioral tier 4
1718,D8,Suppress expensive offers,4,Behavioral tier 4
1719,D4,Grow basket or category,0,Growth: upsell
1720,D2,Grow basket or category,1,VIP retention
1721,D10,Suppress expensive offers,4,Behavioral tier 4
1722,D1,VIP: retain and reward,1,VIP retention
1723,D3,Grow basket or category,3,Low-cost nurture
1724,D5,Low-cost nurture,0,Growth: upsell
1725,D8,Suppress expensive offers,3,Low-cost nurture
1726,D1,VIP: retain and reward,1,VIP retention
1727,D10,Suppress expensive offers,2,Behavioral tier 5
1728,D7,Low-cost nurture,4,Behavioral tier 4
1729,D4,Grow basket or category,0,Growth: upsell
1730,D4,Grow basket or category,0,Growth: upsell
1731,D4,Grow basket or category,1,VIP retention
1732,D4,Grow basket or category,0,Growth: upsell
1733,D7,Low-cost nurture,3,Low-cost nurture
1734,D10,Suppress expensive offers,2,Behavioral tier 5
1735,D3,Grow basket or category,1,VIP retention
1736,D10,Suppress expensive offers,2,Behavioral tier 5
1737,D10,Suppress expensive offers,4,Behavioral tier 4
1738,D7,Low-cost nurture,4,Behavioral tier 4
1739,D8,Suppress expensive offers,4,Behavioral tier 4
1740,D1,VIP: retain and reward,1,VIP retention
1741,D10,Suppress expensive offers,2,Behavioral tier 5
1742,D6,Low-cost nurture,0,Growth: upsell
1743,D7,Low-cost nurture,3,Low-cost nurture
1744,D8,Suppress expensive offers,3,Low-cost nurture
1745,D5,Low-cost nurture,0,Growth: upsell
1746,D5,Low-cost nurture,3,Low-cost nurture
1747,D4,Grow basket or category,1,VIP retention
1748,D2,Grow basket or category,1,VIP retention
1749,D3,Grow basket or category,1,VIP retention
1750,D9,Suppress expensive offers,4,Behavioral tier 4
1751,D3,Grow basket or category,0,Growth: upsell
1752,D2,Grow basket or category,1,VIP retention
1753,D4,Grow basket or category,0,Growth: upsell
1754,D3,Grow basket or category,0,Growth: upsell
1755,D7,Low-cost nurture,4,Behavioral tier 4
1756,D4,Grow basket or category,1,VIP retention
1757,D10,Suppress expensive offers,2,Behavioral tier 5
1758,D6,Low-cost nurture,4,Behavioral tier 4
1759,D3,Grow basket or category,0,Growth: upsell
1760,D9,Suppress expensive offers,4,Behavioral tier 4
1761,D6,Low-cost nurture,3,Low-cost nurture
1762,D1,VIP: retain and reward,1,VIP retention
1763,D3,Grow basket or category,0,Growth: upsell
1764,D1,VIP: retain and reward,1,VIP retention
1765,D4,Grow basket or category,3,Low-cost nurture
1766,D9,Suppress expensive offers,4,Behavioral tier 4
1767,D1,VIP: retain and reward,1,VIP retention
1768,D7,Low-cost nurture,0,Growth: upsell
1769,D2,Grow basket or category,1,VIP retention
1770,D1,VIP: retain and reward,1,VIP retention
1771,D9,Suppress expensive offers,2,Behavioral tier 5
1772,D5,Low-cost nurture,0,Growth: upsell
1773,D4,Grow basket or category,1,VIP retention
1774,D3,Grow basket or category,0,Growth: upsell
1775,D1,VIP: retain and reward,1,VIP retention
1776,D4,Grow basket or category,0,Growth: upsell
1777,D7,Low-cost nurture,0,Growth: upsell
1778,D1,VIP: retain and reward,1,VIP retention
1779,D4,Grow basket or category,0,Growth: upsell
1780,D7,Low-cost nurture,4,Behavioral tier 4
1781,D4,Grow basket or category,1,VIP retention
1782,D6,Low-cost nurture,3,Low-cost nurture
1783,D3,Grow basket or category,1,VIP retention
1784,D6,Low-cost nurture,3,Low-cost nurture
1785,D7,Low-cost nurture,0,Growth: upsell
1786,D9,Suppress expensive offers,3,Low-cost nurture
1787,D8,Suppress expensive offers,4,Behavioral tier 4
1788,D1,VIP: retain and reward,1,VIP retention
1789,D10,Suppress expensive offers,2,Behavioral tier 5
1790,D6,Low-cost nurture,4,Behavioral tier 4
1791,D4,Grow basket or category,1,VIP retention
1792,D4,Grow basket or category,3,Low-cost nurture
1793,D6,Low-cost nurture,3,Low-cost nurture
1794,D4,Grow basket or category,3,Low-cost nurture
1795,D1,VIP: retain and reward,0,Growth: upsell
1796,D5,Low-cost nurture,3,Low-cost nurture
1797,D2,Grow basket or category,1,VIP retention
1798,D5,Low-cost nurture,3,Low-cost nurture
1799,D9,Suppress expensive offers,2,Behavioral tier 5
1800,D4,Grow basket or category,1,VIP retention
1801,D9,Suppress expensive offers,3,Low-cost nurture
1802,D3,Grow basket or category,3,Low-cost nurture
1803,D1,VIP: retain and reward,1,VIP retention
1804,D1,VIP: retain and reward,1,VIP retention
1805,D8,Suppress expensive offers,3,Low-cost nurture
1806,D3,Grow basket or category,0,Growth: upsell
1807,D1,VIP: retain and reward,1,VIP retention
1808,D6,Low-cost nurture,3,Low-cost nurture
1809,D7,Low-cost nurture,4,Behavioral tier 4
1810,D3,Grow basket or category,0,Growth: upsell
1811,D8,Suppress expensive offers,3,Low-cost nurture
1812,D6,Low-cost nurture,0,Growth: upsell
1813,D10,Suppress expensive offers,2,Behavioral tier 5
1814,D3,Grow basket or category,3,Low-cost nurture
1815,D3,Grow basket or category,1,VIP retention
1816,D3,Grow basket or category,1,VIP retention
1817,D8,Suppress expensive offers,3,Low-cost nurture
1818,D7,Low-cost nurture,3,Low-cost nurture
1819,D7,Low-cost nurture,3,Low-cost nurture
1820,D3,Grow basket or category,3,Low-cost nurture
1821,D3,Grow basket or category,1,VIP retention
1822,D4,Grow basket or category,0,Growth: upsell
1823,D1,VIP: retain and reward,1,VIP retention
1824,D4,Grow basket or category,0,Growth: upsell
1825,D6,Low-cost nurture,3,Low-cost nurture
1826,D6,Low-cost nurture,0,Growth: upsell
1827,D9,Suppress expensive offers,4,Behavioral tier 4
1828,D2,Grow basket or category,3,Low-cost nurture
1829,D2,Grow basket or category,1,VIP retention
1830,D10,Suppress expensive offers,2,Behavioral tier 5
1831,D2,Grow basket or category,1,VIP retention
1832,D7,Low-cost nurture,3,Low-cost nurture
1833,D4,Grow basket or category,0,Growth: upsell
1834,D4,Grow basket or category,0,Growth: upsell
1835,D1,VIP: retain and reward,1,VIP retention
1836,D4,Grow basket or category,1,VIP retention
1837,D1,VIP: retain and reward,1,VIP retention
1838,D7,Low-cost nurture,4,Behavioral tier 4
1839,D6,Low-cost nurture,0,Growth: upsell
1840,D10,Suppress expensive offers,2,Behavioral tier 5
1841,D5,Low-cost nurture,3,Low-cost nurture
1842,D8,Suppress expensive offers,3,Low-cost nurture
1843,D8,Suppress expensive offers,2,Behavioral tier 5
1844,D7,Low-cost nurture,3,Low-cost nurture
1845,D1,VIP: retain and reward,1,VIP retention
1846,D9,Suppress expensive offers,4,Behavioral tier 4
1847,D5,Low-cost nurture,0,Growth: upsell
1848,D1,VIP: retain and reward,1,VIP retention
1849,D5,Low-cost nurture,0,Growth: upsell
1850,D2,Grow basket or category,1,VIP retention
1851,D7,Low-cost nurture,4,Behavioral tier 4
1852,D1,VIP: retain and reward,1,VIP retention
1853,D10,Suppress expensive offers,4,Behavioral tier 4
1854,D1,VIP: retain and reward,1,VIP retention
1855,D10,Suppress expensive offers,2,Behavioral tier 5
1856,D3,Grow basket or category,0,Growth: upsell
1857,D6,Low-cost nurture,3,Low-cost nurture
1858,D4,Grow basket or category,0,Growth: upsell
1859,D6,Low-cost nurture,3,Low-cost nurture
1860,D9,Suppress expensive offers,4,Behavioral tier 4
1861,D6,Low-cost nurture,0,Growth: upsell
1862,D5,Low-cost nurture,3,Low-cost nurture
1863,D9,Suppress expensive offers,2,Behavioral tier 5
1864,D1,VIP: retain and reward,1,VIP retention
1865,D2,Grow basket or category,1,VIP retention
1866,D10,Suppress expensive offers,2,Behavioral tier 5
1867,D8,Suppress expensive offers,4,Behavioral tier 4
1868,D9,Suppress expensive offers,4,Behavioral tier 4
1869,D4,Grow basket or category,0,Growth: upsell
1870,D10,Suppress expensive offers,4,Behavioral tier 4
1871,D9,Suppress expensive offers,2,Behavioral tier 5
1872,D4,Grow basket or category,1,VIP retention
1873,D2,Grow basket or category,1,VIP retention
1874,D8,Suppress expensive offers,3,Low-cost nurture
1875,D8,Suppress expensive offers,3,Low-cost nurture
1876,D10,Suppress expensive offers,2,Behavioral tier 5
1877,D6,Low-cost nurture,4,Behavioral tier 4
1878,D9,Suppress expensive offers,4,Behavioral tier 4
1879,D3,Grow basket or category,0,Growth: upsell
1880,D8,Suppress expensive offers,4,Behavioral tier 4
1881,D4,Grow basket or category,1,VIP retention
1882,D9,Suppress expensive offers,2,Behavioral tier 5
1883,D5,Low-cost nurture,0,Growth: upsell
1884,D9,Suppress expensive offers,3,Low-cost nurture
1885,D10,Suppress expensive offers,3,Low-cost nurture
1886,D9,Suppress expensive offers,2,Behavioral tier 5
1887,D8,Suppress expensive offers,4,Behavioral tier 4
1888,D10,Suppress expensive offers,2,Behavioral tier 5
1889,D6,Low-cost nurture,3,Low-cost nurture
1890,D6,Low-cost nurture,3,Low-cost nurture
1891,D7,Low-cost nurture,4,Behavioral tier 4
1892,D2,Grow basket or category,1,VIP retention
1893,D10,Suppress expensive offers,3,Low-cost nurture
1894,D5,Low-cost nurture,3,Low-cost nurture
1895,D8,Suppress expensive offers,4,Behavioral tier 4
1896,D4,Grow basket or category,1,VIP retention
1897,D10,Suppress expensive offers,2,Behavioral tier 5
1898,D9,Suppress expensive offers,4,Behavioral tier 4
1899,D1,VIP: retain and reward,1,VIP retention
1900,D1,VIP: retain and reward,1,VIP retention
1901,D1,VIP: retain and reward,1,VIP retention
1902,D6,Low-cost nurture,4,Behavioral tier 4
1903,D8,Suppress expensive offers,4,Behavioral tier 4
1904,D10,Suppress expensive offers,2,Behavioral tier 5
1905,D6,Low-cost nurture,3,Low-cost nurture
1906,D1,VIP: retain and reward,1,VIP retention
1907,D1,VIP: retain and reward,1,VIP retention
1908,D9,Suppress expensive offers,2,Behavioral tier 5
1909,D9,Suppress expensive offers,2,Behavioral tier 5
1910,D9,Suppress expensive offers,2,Behavioral tier 5
1911,D7,Low-cost nurture,3,Low-cost nurture
1912,D5,Low-cost nurture,0,Growth: upsell
1913,D8,Suppress expensive offers,4,Behavioral tier 4
1914,D3,Grow basket or category,0,Growth: upsell
1915,D9,Suppress expensive offers,3,Low-cost nurture
1916,D4,Grow basket or category,0,Growth: upsell
1917,D2,Grow basket or category,0,Growth: upsell
1918,D4,Grow basket or category,3,Low-cost nurture
1919,D3,Grow basket or category,1,VIP retention
1920,D6,Low-cost nurture,0,Growth: upsell
1921,D7,Low-cost nurture,3,Low-cost nurture
1922,D4,Grow basket or category,1,VIP retention
1923,D3,Grow basket or category,1,VIP retention
1924,D2,Grow basket or category,1,VIP retention
1925,D4,Grow basket or category,3,Low-cost nurture
1926,D6,Low-cost nurture,4,Behavioral tier 4
1927,D2,Grow basket or category,0,Growth: upsell
1928,D5,Low-cost nurture,0,Growth: upsell
1929,D3,Grow basket or category,3,Low-cost nurture
1930,D5,Low-cost nurture,0,Growth: upsell
1931,D5,Low-cost nurture,0,Growth: upsell
1932,D5,Low-cost nurture,3,Low-cost nurture
1933,D5,Low-cost nurture,3,Low-cost nurture
1934,D9,Suppress expensive offers,2,Behavioral tier 5
1935,D1,VIP: retain and reward,1,VIP retention
1936,D3,Grow basket or category,1,VIP retention
1937,D2,Grow basket or category,1,VIP retention
1938,D8,Suppress expensive offers,4,Behavioral tier 4
1939,D3,Grow basket or category,1,VIP retention
1940,D5,Low-cost nurture,0,Growth: upsell
1941,D9,Suppress expensive offers,0,Growth: upsell
1942,D4,Grow basket or category,1,VIP retention
1943,D2,Grow basket or category,1,VIP retention
1944,D1,VIP: retain and reward,1,VIP retention
1945,D8,Suppress expensive offers,4,Behavioral tier 4
1946,D4,Grow basket or category,3,Low-cost nurture
1947,D2,Grow basket or category,1,VIP retention
1948,D7,Low-cost nurture,0,Growth: upsell
1949,D6,Low-cost nurture,4,Behavioral tier 4
1950,D9,Suppress expensive offers,4,Behavioral tier 4
1951,D9,Suppress expensive offers,2,Behavioral tier 5
1952,D8,Suppress expensive offers,3,Low-cost nurture
1953,D5,Low-cost nurture,0,Growth: upsell
1954,D6,Low-cost nurture,0,Growth: upsell
1955,D1,VIP: retain and reward,1,VIP retention
1956,D5,Low-cost nurture,4,Behavioral tier 4
1957,D6,Low-cost nurture,3,Low-cost nurture
1958,D8,Suppress expensive offers,4,Behavioral tier 4
1959,D2,Grow basket or category,3,Low-cost nurture
1960,D5,Low-cost nurture,3,Low-cost nurture
1961,D7,Low-cost nurture,0,Growth: upsell
1962,D4,Grow basket or category,1,VIP retention
1963,D5,Low-cost nurture,3,Low-cost nurture
1964,D6,Low-cost nurture,0,Growth: upsell
1965,D3,Grow basket or category,1,VIP retention
1966,D2,Grow basket or category,1,VIP retention
1967,D6,Low-cost nurture,3,Low-cost nurture
1968,D5,Low-cost nurture,0,Growth: upsell
1969,D5,Low-cost nurture,0,Growth: upsell
1970,D8,Suppress expensive offers,4,Behavioral tier 4
1971,D2,Grow basket or category,1,VIP retention
1972,D5,Low-cost nurture,0,Growth: upsell
1973,D6,Low-cost nurture,4,Behavioral tier 4
1974,D2,Grow basket or category,1,VIP retention
1975,D1,VIP: retain and reward,1,VIP retention
1976,D4,Grow basket or category,0,Growth: upsell
1977,D10,Suppress expensive offers,2,Behavioral tier 5
1978,D7,Low-cost nurture,0,Growth: upsell
1979,D8,Suppress expensive offers,0,Growth: upsell
1980,D3,Grow basket or category,3,Low-cost nurture
1981,D7,Low-cost nurture,0,Growth: upsell
1982,D3,Grow basket or category,1,VIP retention
1983,D5,Low-cost nurture,3,Low-cost nurture
1984,D10,Suppress expensive offers,2,Behavioral tier 5
1985,D1,VIP: retain and reward,1,VIP retention
1986,D10,Suppress expensive offers,2,Behavioral tier 5
1987,D6,Low-cost nurture,0,Growth: upsell
1988,D1,VIP: retain and reward,1,VIP retention
1989,D4,Grow basket or category,0,Growth: upsell
1990,D3,Grow basket or category,1,VIP retention
1991,D10,Suppress expensive offers,4,Behavioral tier 4
1992,D9,Suppress expensive offers,4,Behavioral tier 4
1993,D7,Low-cost nurture,3,Low-cost nurture
1994,D8,Suppress expensive offers,4,Behavioral tier 4
1995,D1,VIP: retain and reward,1,VIP retention
1996,D5,Low-cost nurture,0,Growth: upsell
1997,D3,Grow basket or category,1,VIP retention
1998,D5,Low-cost nurture,0,Growth: upsell
1999,D8,Suppress expensive offers,4,Behavioral tier 4
2000,D9,Suppress expensive offers,4,Behavioral tier 4
2001,D7,Low-cost nurture,3,Low-cost nurture
2002,D5,Low-cost nurture,3,Low-cost nurture
2003,D6,Low-cost nurture,4,Behavioral tier 4
2004,D1,VIP: retain and reward,0,Growth: upsell
2005,D7,Low-cost nurture,3,Low-cost nurture
2006,D3,Grow basket or category,1,VIP retention
2007,D1,VIP: retain and reward,1,VIP retention
2008,D5,Low-cost nurture,0,Growth: upsell
2009,D7,Low-cost nurture,3,Low-cost nurture
2010,D7,Low-cost nurture,3,Low-cost nurture
2011,D7,Low-cost nurture,0,Growth: upsell
2012,D1,VIP: retain and reward,1,VIP retention
2013,D7,Low-cost nurture,0,Growth: upsell
2014,D7,Low-cost nurture,4,Behavioral tier 4
2015,D2,Grow basket or category,0,Growth: upsell
2016,D6,Low-cost nurture,0,Growth: upsell
2017,D2,Grow basket or category,1,VIP retention
2018,D3,Grow basket or category,0,Growth: upsell
2019,D1,VIP: retain and reward,1,VIP retention
2020,D1,VIP: retain and reward,1,VIP retention
2021,D7,Low-cost nurture,4,Behavioral tier 4
2022,D1,VIP: retain and reward,1,VIP retention
2023,D6,Low-cost nurture,0,Growth: upsell
2024,D3,Grow basket or category,1,VIP retention
2025,D8,Suppress expensive offers,3,Low-cost nurture
2026,D7,Low-cost nurture,4,Behavioral tier 4
2027,D6,Low-cost nurture,0,Growth: upsell
2028,D6,Low-cost nurture,0,Growth: upsell
2029,D6,Low-cost nurture,3,Low-cost nurture
2030,D5,Low-cost nurture,0,Growth: upsell
2031,D10,Suppress expensive offers,2,Behavioral tier 5
2032,D7,Low-cost nurture,3,Low-cost nurture
2033,D5,Low-cost nurture,1,VIP retention
2034,D4,Grow basket or category,1,VIP retention
2035,D8,Suppress expensive offers,4,Behavioral tier 4
2036,D3,Grow basket or category,3,Low-cost nurture
2037,D6,Low-cost nurture,0,Growth: upsell
2038,D7,Low-cost nurture,3,Low-cost nurture
2039,D5,Low-cost nurture,3,Low-cost nurture
2040,D4,Grow basket or category,0,Growth: upsell
2041,D2,Grow basket or category,1,VIP retention
2042,D3,Grow basket or category,3,Low-cost nurture
2043,D6,Low-cost nurture,3,Low-cost nurture
2044,D8,Suppress expensive offers,3,Low-cost nurture
2045,D10,Suppress expensive offers,2,Behavioral tier 5
2046,D9,Suppress expensive offers,3,Low-cost nurture
2047,D3,Grow basket or category,1,VIP retention
2048,D7,Low-cost nurture,3,Low-cost nurture
2049,D8,Suppress expensive offers,4,Behavioral tier 4
2050,D2,Grow basket or category,1,VIP retention
2051,D3,Grow basket or category,3,Low-cost nurture
2052,D10,Suppress expensive offers,2,Behavioral tier 5
2053,D4,Grow basket or category,0,Growth: upsell
2054,D10,Suppress expensive offers,4,Behavioral tier 4
2055,D5,Low-cost nurture,0,Growth: upsell
2056,D5,Low-cost nurture,0,Growth: upsell
2057,D4,Grow basket or category,1,VIP retention
2058,D2,Grow basket or category,1,VIP retention
2059,D5,Low-cost nurture,3,Low-cost nurture
2060,D9,Suppress expensive offers,3,Low-cost nurture
2061,D10,Suppress expensive offers,2,Behavioral tier 5
2062,D2,Grow basket or category,1,VIP retention
2063,D5,Low-cost nurture,0,Growth: upsell
2064,D2,Grow basket or category,1,VIP retention
2065,D4,Grow basket or category,0,Growth: upsell
2066,D6,Low-cost nurture,0,Growth: upsell
2067,D10,Suppress expensive offers,2,Behavioral tier 5
2068,D5,Low-cost nurture,0,Growth: upsell
2069,D6,Low-cost nurture,3,Low-cost nurture
2070,D1,VIP: retain and reward,1,VIP retention
2071,D6,Low-cost nurture,0,Growth: upsell
2072,D10,Suppress expensive offers,2,Behavioral tier 5
2073,D6,Low-cost nurture,3,Low-cost nurture
2074,D9,Suppress expensive offers,4,Behavioral tier 4
2075,D3,Grow basket or category,1,VIP retention
2076,D1,VIP: retain and reward,1,VIP retention
2077,D6,Low-cost nurture,1,VIP retention
2078,D5,Low-cost nurture,3,Low-cost nurture
2079,D3,Grow basket or category,1,VIP retention
2080,D2,Grow basket or category,1,VIP retention
2081,D8,Suppress expensive offers,4,Behavioral tier 4
2082,D3,Grow basket or category,1,VIP retention
2083,D1,VIP: retain and reward,1,VIP retention
2084,D4,Grow basket or category,1,VIP retention
2085,D1,VIP: retain and reward,1,VIP retention
2086,D2,Grow basket or category,0,Growth: upsell
2087,D1,VIP: retain and reward,1,VIP retention
2088,D3,Grow basket or category,0,Growth: upsell
2089,D10,Suppress expensive offers,4,Behavioral tier 4
2090,D7,Low-cost nurture,3,Low-cost nurture
2091,D8,Suppress expensive offers,4,Behavioral tier 4
2092,D5,Low-cost nurture,3,Low-cost nurture
2093,D9,Suppress expensive offers,3,Low-cost nurture
2094,D4,Grow basket or category,0,Growth: upsell
2095,D3,Grow basket or category,1,VIP retention
2096,D7,Low-cost nurture,2,Behavioral tier 5
2097,D1,VIP: retain and reward,1,VIP retention
2098,D9,Suppress expensive offers,2,Behavioral tier 5
2099,D9,Suppress expensive offers,3,Low-cost nurture
2100,D4,Grow basket or category,0,Growth: upsell
2101,D9,Suppress expensive offers,4,Behavioral tier 4
2102,D4,Grow basket or category,0,Growth: upsell
2103,D10,Suppress expensive offers,2,Behavioral tier 5
2104,D9,Suppress expensive offers,2,Behavioral tier 5
2105,D8,Suppress expensive offers,4,Behavioral tier 4
2106,D4,Grow basket or category,3,Low-cost nurture
2107,D4,Grow basket or category,0,Growth: upsell
2108,D6,Low-cost nurture,0,Growth: upsell
2109,D5,Low-cost nurture,0,Growth: upsell
2110,D1,VIP: retain and reward,1,VIP retention
2111,D5,Low-cost nurture,0,Growth: upsell
2112,D2,Grow basket or category,1,VIP retention
2113,D7,Low-cost nurture,3,Low-cost nurture
2114,D4,Grow basket or category,1,VIP retention
2115,D1,VIP: retain and reward,1,VIP retention
2116,D1,VIP: retain and reward,1,VIP retention
2117,D8,Suppress expensive offers,0,Growth: upsell
2118,D8,Suppress expensive offers,3,Low-cost nurture
2119,D5,Low-cost nurture,3,Low-cost nurture
2120,D6,Low-cost nurture,3,Low-cost nurture
2121,D2,Grow basket or category,1,VIP retention
2122,D9,Suppress expensive offers,3,Low-cost nurture
2123,D3,Grow basket or category,0,Growth: upsell
2124,D1,VIP: retain and reward,1,VIP retention
2125,D3,Grow basket or category,1,VIP retention
2126,D3,Grow basket or category,1,VIP retention
2127,D7,Low-cost nurture,3,Low-cost nurture
2128,D6,Low-cost nurture,3,Low-cost nurture
2129,D2,Grow basket or category,1,VIP retention
2130,D2,Grow basket or category,1,VIP retention
2131,D3,Grow basket or category,0,Growth: upsell
2132,D9,Suppress expensive offers,4,Behavioral tier 4
2133,D2,Grow basket or category,1,VIP retention
2134,D1,VIP: retain and reward,1,VIP retention
2135,D8,Suppress expensive offers,3,Low-cost nurture
2136,D7,Low-cost nurture,3,Low-cost nurture
2137,D4,Grow basket or category,1,VIP retention
2138,D6,Low-cost nurture,4,Behavioral tier 4
2139,D3,Grow basket or category,1,VIP retention
2140,D7,Low-cost nurture,3,Low-cost nurture
2141,D2,Grow basket or category,0,Growth: upsell
2142,D1,VIP: retain and reward,1,VIP retention
2143,D10,Suppress expensive offers,2,Behavioral tier 5
2144,D5,Low-cost nurture,3,Low-cost nurture
2145,D8,Suppress expensive offers,3,Low-cost nurture
2146,D6,Low-cost nurture,4,Behavioral tier 4
2147,D2,Grow basket or category,1,VIP retention
2148,D4,Grow basket or category,0,Growth: upsell
2149,D4,Grow basket or category,1,VIP retention
2150,D10,Suppress expensive offers,2,Behavioral tier 5
2151,D8,Suppress expensive offers,4,Behavioral tier 4
2152,D10,Suppress expensive offers,2,Behavioral tier 5
2153,D8,Suppress expensive offers,4,Behavioral tier 4
2154,D5,Low-cost nurture,0,Growth: upsell
2155,D10,Suppress expensive offers,2,Behavioral tier 5
2156,D2,Grow basket or category,1,VIP retention
2157,D9,Suppress expensive offers,4,Behavioral tier 4
2158,D4,Grow basket or category,1,VIP retention
2159,D6,Low-cost nurture,3,Low-cost nurture
2160,D9,Suppress expensive offers,4,Behavioral tier 4
2161,D6,Low-cost nurture,3,Low-cost nurture
2162,D1,VIP: retain and reward,1,VIP retention
2163,D10,Suppress expensive offers,2,Behavioral tier 5
2164,D7,Low-cost nurture,4,Behavioral tier 4
2165,D10,Suppress expensive offers,2,Behavioral tier 5
2166,D10,Suppress expensive offers,2,Behavioral tier 5
2167,D6,Low-cost nurture,4,Behavioral tier 4
2168,D2,Grow basket or category,1,VIP retention
2169,D8,Suppress expensive offers,3,Low-cost nurture
2170,D2,Grow basket or category,1,VIP retention
2171,D3,Grow basket or category,1,VIP retention
2172,D5,Low-cost nurture,0,Growth: upsell
2173,D5,Low-cost nurture,0,Growth: upsell
2174,D9,Suppress expensive offers,4,Behavioral tier 4
2175,D9,Suppress expensive offers,2,Behavioral tier 5
2176,D5,Low-cost nurture,0,Growth: upsell
2177,D10,Suppress expensive offers,2,Behavioral tier 5
2178,D4,Grow basket or category,3,Low-cost nurture
2179,D7,Low-cost nurture,3,Low-cost nurture
2180,D8,Suppress expensive offers,2,Behavioral tier 5
2181,D4,Grow basket or category,3,Low-cost nurture
2182,D7,Low-cost nurture,0,Growth: upsell
2183,D3,Grow basket or category,1,VIP retention
2184,D2,Grow basket or category,1,VIP retention
2185,D1,VIP: retain and reward,1,VIP retention
2186,D2,Grow basket or category,1,VIP retention
2187,D5,Low-cost nurture,3,Low-cost nurture
2188,D3,Grow basket or category,1,VIP retention
2189,D7,Low-cost nurture,3,Low-cost nurture
2190,D1,VIP: retain and reward,1,VIP retention
2191,D8,Suppress expensive offers,3,Low-cost nurture
2192,D9,Suppress expensive offers,3,Low-cost nurture
2193,D1,VIP: retain and reward,1,VIP retention
2194,D2,Grow basket or category,1,VIP retention
2195,D7,Low-cost nurture,0,Growth: upsell
2196,D8,Suppress expensive offers,4,Behavioral tier 4
2197,D9,Suppress expensive offers,4,Behavioral tier 4
2198,D2,Grow basket or category,1,VIP retention
2199,D2,Grow basket or category,1,VIP retention
2200,D1,VIP: retain and reward,1,VIP retention
2201,D10,Suppress expensive offers,2,Behavioral tier 5
2202,D10,Suppress expensive offers,4,Behavioral tier 4
2203,D2,Grow basket or category,1,VIP retention
2204,D5,Low-cost nurture,0,Growth: upsell
2205,D6,Low-cost nurture,0,Growth: upsell
2206,D9,Suppress expensive offers,4,Behavioral tier 4
2207,D3,Grow basket or category,0,Growth: upsell
2208,D1,VIP: retain and reward,1,VIP retention
2209,D2,Grow basket or category,1,VIP retention
2210,D6,Low-cost nurture,3,Low-cost nurture
2211,D5,Low-cost nurture,3,Low-cost nurture
2212,D10,Suppress expensive offers,4,Behavioral tier 4
2213,D4,Grow basket or category,3,Low-cost nurture
2214,D9,Suppress expensive offers,4,Behavioral tier 4
2215,D5,Low-cost nurture,0,Growth: upsell
2216,D9,Suppress expensive offers,4,Behavioral tier 4
2217,D3,Grow basket or category,1,VIP retention
2218,D8,Suppress expensive offers,4,Behavioral tier 4
2219,D8,Suppress expensive offers,3,Low-cost nurture
2220,D10,Suppress expensive offers,2,Behavioral tier 5
2221,D5,Low-cost nurture,0,Growth: upsell
2222,D4,Grow basket or category,3,Low-cost nurture
2223,D6,Low-cost nurture,0,Growth: upsell
2224,D3,Grow basket or category,0,Growth: upsell
2225,D4,Grow basket or category,1,VIP retention
2226,D1,VIP: retain and reward,1,VIP retention
2227,D3,Grow basket or category,0,Growth: upsell
2228,D2,Grow basket or category,1,VIP retention
2229,D5,Low-cost nurture,0,Growth: upsell
2230,D7,Low-cost nurture,3,Low-cost nurture
2231,D3,Grow basket or category,1,VIP retention
2232,D8,Suppress expensive offers,3,Low-cost nurture
2233,D1,VIP: retain and reward,1,VIP retention
2234,D1,VIP: retain and reward,1,VIP retention
2235,D3,Grow basket or category,1,VIP retention
